,"(0, 0)","(0, 1)","(0, 2)","(0, 3)","(1, 0)","(1, 1)","(1, 2)","(1, 3)","(2, 0)","(2, 1)","(2, 2)","(2, 3)","(3, 0)","(3, 1)","(3, 2)","(3, 3)"
0x1894f2f,,,,0.0,,,,,,,,,,,,
0x1b24076,,,,,,,,,,,,,,,-59.04,
0x95ffe5,0.0,,0.0,0.0,,,,,,,,0.0,,,,
0x24ccb59,,,0.0,0.0,,,,,0.0,,,0.0,,,,
0x2651edb,,,,0.0,,,,,0.0,,,,,,,
0x267e3ec,,,,20.0,,,,,,,,,,,,
0x1b9edee,,-77.13708706257471,-80.99643947884765,-17.177955112446007,,,,,-89.99408963965764,,,,,,,
0x1bcaf39,,,-99.9999999378346,,,,,,,,,,,,,
0x14c4d4e,,,,,,,,,,,,,,,-89.9998726028636,
0x16e77f7,,,,,0.0,,,,,,,,,,0.0,
0x16e44c4,,,0.0,0.0,0.0,,,,,,,,,,,
0x17ee511,,,,,36.0,,,,,,,,,,,
0x13dc790,,,,,-0.8856801792000003,,,,0.0,,,,0.0,,,
0x14be53d,,,,,,,,0.0,0.0,,,,,,0.0,
0x1430cae,,,,67.232,,,,,,,,,,,,
0x20018fc,,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,
0x200193b,,,0.0,0.0,0.0,,,0.0,0.0,,,,,,,
0x20588c9,,,0.0,0.0,,,,0.0,,,,,,,,
0x28748cc,,,,,,,,20.0,,,,,,,,
0x1af5736,,,,,36.0,,,0.0,,,,,,,,
0x1b4c942,,,,,,,,,,,,-98.84707849539316,,,,
0x1af5896,,,,,4.406006016000001,,,0.0,,,,-0.6480000000000001,,,0.0,
0x1af5939,,,,,0.0,,,0.0,,,,,,,0.0,
0x1af8d6e,,,,,0.0,,,,,,,,,,,
0x1b5dc0d,,,,,,,,,,,,,48.8,,,
0x2f5101,0.0,0.0,,,,,,,,,,0.0,0.0,,,
0x2f6a52,,0.0,,,,,,,,,,,0.0,0.0,,
0x107a9c7,,20.0,,,,,,,,,,,,,,
0xb0f5ce,,,,0.0,,,,0.0,,,,,0.0,,,
0xd99b24,,,,,,,,,,,,,0.0,,,0.0
0xd9a115,,,,,,,,,,,,,,,,0.0
0xd9bb09,20.0,,,,,,,,,,,,,,,
0x110db46,,,,,,,,,,,,,,,,-16.272
0x110db99,,,,-59.04,,,,,,,,,,,,
0xe1af7e,,-76.99542654117258,-81.15691459794903,-81.46641734284678,,,,,,,,,,,,
0x15b529d,,,,-40.6907136,,,,,-38.095488,,,,,,,
0x1598b18,,,,,,,,,,,,,,-79.02848,,
0xda7eca,,,,,,,,,,,,0.0,,,0.0,0.0
0xdae5ea,,,,,,,,,,,,,,,,20.0
0x1b8727a,,,,,-46.92024191720387,,,,,,,,,,,
0x20dc6d9,,,-99.99999999999997,,,,,,,,,,,,,
0x96000a,-23.188879143644645,,-23.647299000238082,-23.472879457790064,,,,,,,,,,,,
0xa6898e,,,,,,,,,,,,,-9.36,-20.0,,
0xbe938d,-48.8,,,,,,,,,,,,,,,
0x15a74,,0.0,0.0,0.0,0.0,,,,,,,,,,,
0x94877b,,,,,0.0,,,,,,,,,,,
0xb1feec,,,,20.0,,,,,,,,,,,,
0x29e01b,,-89.93818589055417,,,,,,,,,,,,,,
0xd5173b,,,,,-99.99999157501667,,,,,,,,,,,
0x1e53dfd,,99.99999999999997,,,,,,,,,,,,,,
0x10a6d31,,0.0,,,,,,,,,,0.0,,,,
0x10a3b33,,0.0,,,,,,,,,,,,,,
0x1b569e3,,,,,,,,,-20.0,,,,,0.0,,
0x333d4e,,,,,,,,,,,,0.0,0.0,,,
0x34bdf3,0.0,,,0.0,,,,,,,,0.0,,,,
0x34c261,0.0,0.0,,0.0,,,,,,,,,,,,
0x23653d2,,,,20.0,,,,,,,,,,,,
0x4fc8b8,,,0.0,0.0,,,,,,,,,-3.6,,,
0x15bafac,,,,,,,,,,,,,-36.0,,,
0x28a7f12,,,,,0.0,,,,,,,,,,0.0,0.0
0x16e3dcf,,,0.0,0.0,,,,,,,,,,,,
0x17ec846,,,,,-59.04,,,,,,,,,,,
0x1534434,,,,,,,,,,,,,,,,-20.0
0x1f001f,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,
0xb918f3,-20.0,,,,,,,0.0,,,,,,,,
0x24cca4d,,,3.6,0.0,,,,,0.0,,,0.0,0.0,,,0.0
0x24cd03e,,,0.0,0.0,,,,,,,,0.0,,,,0.0
0x27dc518,,,,,,,,,,,,,,,,20.0
0x1af577f,,,,,0.0,,,,,,,,,,0.0,
0x1b4c70e,,,,,,,,,,,,,,,48.8,
0x1441641,,,,,,,,,0.0,,,,,0.0,0.0,
0x14bf665,,,,,,,,0.0,,,,,,0.0,0.0,
0x14b11a9,,,,,,,,-20.0,,,,,,,,
0xaba8c9,0.0,,,0.0,,,,,,,,,,,,
0x26273f8,,,,0.0,,,,,,,,,,,,
0x28cccff,,,,,,,,,,,,,20.0,,,
0x13dfad6,,,,,0.0,,,,0.0,,,,0.0,,,
0x140b75c,,,,,,,,,,,,,-99.98670772004215,,,
0xfa1bbc,,0.0,,0.0,,,,,,,,0.0,,,,0.0
0xf771e1,,0.0,,-3.6,,,,,,,,,,,,0.0
0x107f5b4,,-36.0,,,,,,,,,,,,,,
0x23126d1,,,,,0.0,,,,0.0,,,,0.0,,,
0x22611eb,,,,,,,,,,,,,-79.02848,,,
0x208464c,,,0.0,,,,,,,,,,,,,
0x28335a5,,,,,,,,,,,,,0.0,,0.0,-20.0
0x1f8817,,-51.8210492055552,,,,,,,,,,,,,89.96972838744016,
0x16e6e9a,,,,,-9.315597856649381,,,,-9.53501292057814,,,,-6.816237366876441,,,
0x174d8c0,,,,,,,,,,,,0.0,0.0,,,0.0
0x1722e45,,,,,,,,,,,,,0.0,,,
0x1722b09,,,,-20.0,,,,,,,,,,,,
0x1748c2c,,,,-54.56488001255037,,,,,,,,,,,,
0x18262a8,,,,,,,,,,,,,-99.99999999999997,,,
0x50024f,0.0,,,,,,,,0.0,,,,4.691520000000001,,,
0x4fc9ac,0.0,,0.0,0.0,,,,,,,,,0.0,,,
0x716cfc,,,,,,,,,,,,,20.0,,,
0x140af07,,,,,,,,,-20.0,,,,,,,
0x4fe8ac,0.0,,,,,,,,0.0,,,,0.6480000000000001,,,
0x4fead2,,,,,,,,0.0,,,,0.0,,,,
0x4fd275,0.0,,0.0,-20.0,,,,,,,,,,,,
0x16e7965,,,,,0.0,,,0.0,,,,,,,,
0x13e05f4,,,,,0.0,,,,,,,,,,,0.0
0x13e0647,,,,,0.0,,,,,,,,,,,
0x14454e6,,,,,,,,,,,,,20.0,,,
0x1fdd52,,-13.4323577856,,-11.3181401088,,,,-11.6902351872,,,,,,,,
0x686f6e,,,,,,,,,-3.6,,,,0.0,,,
0x70864f,-36.0,,,,,,,,,,,,,,,
0x14041de,,,,-99.99999999999997,,,,,,,,,,,,
0x13dd321,,,,,-58.051023204956174,,,,,,,,,,,
0x14340d2,,,,,,,,,,,,,,,-87.71381136986872,
0x14342c8,,,,,,,,-99.75821483607709,,,,,,,,
0x140b65d,,,,,,,,,,,,,-89.27103932658147,-99.69776854509635,-90.08929465786555,
0x13ddae3,,,,,-3.6,,,,,,,,0.0,,,
0x1405239,,,,0.0,,,,,,,,0.0,,,,
0x150d6fc,,,,,,,,,,,,-20.0,,,,
0x142fe24,,,,0.0,,,,,,,,,,,,
0x15399ba,,,,,,,,,0.0,,,,-3.6,,,
0xfa38a,,-33.24627029531733,-36.056890161561604,,,,,-32.903083575810825,-31.628336187684447,,,,,,,
0x40b070,,,,,,,,,,,,,-20.0,,,
0x11abf41,,0.0,,,,,,,-20.0,,,,,,,
0x13dd2eb,,,,,0.11664000000000004,,,,,,,,,,,
0x14339ef,,,,,,,,,,,,,0.5184000000000001,,0.0,
0x1430f1d,,,,11.664,,,,,,,,,,,,
0x1539112,,,,,,,,,,,,,,,59.04,
0x17648c5,,,-20.0,,,,,0.0,,,,,,,,
0xe1afc8,,-39.03687835311173,-40.6646487139552,-41.57996197328243,,,,,,,,,,,,
0x112a30e,,-55.57119133047975,,,,,,,-49.85363751439566,,,,,,-60.33544806261129,
0x1692826,,,,,,,,,,,,,-36.0,,,
0xb3dad4,0.0,,,,0.0,,,,,,,0.0,,0.0,,
0xba5c13,,,,,,,,,,,,,-20.0,0.0,,0.0
0xe1af14,,-16.65499097088,,-11.990592000000001,,,,,,,,,,,-13.465455759360001,
0x1722b49,,,,0.0,,,,,,,,,,,0.0,0.0
0x1404fd6,,,,-59.04,,,,,,,,,,,,
0x284b70d,,,,,,,,,,,,,-20.0,,,
0x1a1aa38,,,,-9.36,,,,,,,,,,,-20.0,
0x1b22c2d,,,,,,,,,,,,,-20.0,,-20.0,
0x19f2eee,,,,,0.0,,,,0.0,,,,0.0,,,
0x1a026ab,,,,,,,,,,,,0.0,0.0,,,
0x1a1a750,,,,0.0,,,,,,,,-20.0,,,,
0x1bd8d6c,,,-36.0,,,,,,,,,,,79.39534853209167,,
0xf854ac,,0.0,,,,,,,,,,,,0.0,,0.0
0x1406a71,,,,,,,,,,,,,,-20.0,,
0x140b69c,,,,,,,,,,,,,,,-99.99999999999997,
0xabdb3d,,,,1.9450368,0.0,,,,,,,,,,0.0,
0x13dd328,,,,,-54.62428366517077,,,,,,,,,,,
0x14b0fe4,,,,,,,,-99.07766279631453,,,,,,,,
0xd4330d,,,,,0.48988800000000005,,,,,,,60.21080058944761,,,1.0368000000000002,
0xd9a0be,,,,,,,,,,,,0.0,,,9.336384000000002,
0xd9f08a,,,,,,,,,,,,39.039206400000005,,,,
0xda0bc0,83.222784,,,,,,,,,,,,,,,
0x1506de2,,,,,,,,89.79573642394641,,,,,-36.0,,,
0x150a268,,,,,,,,,,,,,99.99999976285781,,,
0x13dc9ad,,,,,0.0,,,,,,,,,,0.0,
0x13d971c,,,,0.0,,,,,,,,,,,,
0x14e20a0,,,,,36.0,,,,,,,,,,,
0x1d5c77e,,,,,,,,0.0,,,,,0.0,0.0,0.0,
0x1d5c79f,,,,,,,,0.0,,,,,,0.0,,
0x1de1723,,0.0,,,,,,,,,,,,0.0,,
0x1de1b01,,36.0,,,,,,,,,,,,,,
0xd7f55e,,,,,,,,,,,,,0.0,0.0,,
0x1b2040e,,,,,,,,0.0,0.0,,,0.0,,,,
0x1b23843,,,,,,,,,20.0,,,,,,,
0x44aee,0.0,,-66.40703855887716,,,,,,,,,,65.71326954459688,,,
0x7dee0d,0.0,,,,,,,,,,,,-3.6,,,
0x6db93a,-36.0,,,,,,,,,,,,,,,
0x14b67a7,,,,,,,,,,,,,-48.8,,,
0x10a20ec,,3.44736,,,,,,0.0,,,,,,,,
0x107f2c8,,0.0,,,,,,,,,,,0.0,0.0,,
0x1b23d8d,,,,,,,,,,,,,0.0,0.0,,
0x1b23dcc,,,,,,,,,,,,,,,,20.0
0x148b862,,,,,,,,,,,,,-99.99885820184583,,,
0x15070b3,,,,,,,,-50.741314560000006,,,,,,,,
0x150a22a,,,,,,,,,,,,,,,,-20.0
0x143dc78,,,,-38.095488,,,,-35.736192,,,,,,,,-35.736192
0x142f3f4,,,,-79.02848,,,,-73.7856,,,,,,,,
0xd6df92,-77.23071175966065,,,,,,,,-75.15659302502401,,,,,,,
0x28daa24,,,,,,,,,-97.18525023289344,,,,,,,
0x1b81dde,,,-13.500541440000001,,-2.4307776000000003,,,,0.0,,,,,65.28119325348763,,
0x1d4fd81,,89.99999999998846,,-36.0,,,,,,,,,,,,
0x143c8be,,,,,,,,-1.4745599999999999,65.9153489330528,,,,,-6.407424000000001,-10.270831601664,
0x142e224,,,,,,,,-48.8,80.55195619631574,,,,,,,
0xb10f70,,,,-3.6,,,,,,,,,0.0,,,
0x1b223a5,,,,,,,,,,,,,-36.0,,,
0x143e573,,,,-89.90207700287696,,,,,,,,,,,,
0x9431cb,,,,-78.44660770060928,,,,,,,,,,,,
0x1507eeb,,,,,,,,,,,,,-20.0,,,
0x1b23d27,,,,,,,,,,,,,,,95.79647609226376,
0x1b23d87,,,,,,,,,,,,,,,,99.4097041896413
0x1f056b,0.0,,,0.0,,,,0.0,,,,,,,0.0,
0x2f3f36,0.0,0.0,,,,,,0.0,,,,0.0,,,,
0x22e1d9f,,,,,,,,-20.0,,,,,,,,
0xc6f0cd,,,,,,,,,-42.289792000000006,,,,-43.757798400000006,,,
0x1a1f44e,,,,,,,,,,,,,-20.0,,,
0x946c03,,,,,,,,,,,,,-37.388665228478615,,,
0x16e79e1,,,,,-83.8005265187595,,,,,,,,,,,
0x143dc82,,,,0.0,,,,-20.0,,,,,,,,
0xd549f0,,,,,-0.6480000000000001,,,,,,,,0.0,0.0,,
0x1b20c86,,,,,,,,,,,,-28.06848,,,,
0xe1bff4,,0.0,0.0,0.0,,,,,,,,,,,,
0x1108eff,,0.0,,0.0,,,,,,,,,,,-20.0,0.0
0x118abe9,,-36.0,,,,,,,,,,,,,,
0x1408416,,,,,,,,,,,,,-9.557214105600002,,,
0x1408633,,,,,,,,,,,,,,,-41.9920295510016,
0x14053a2,,,,-96.4815627911168,,,,,,,,,,,,
0x107c2b3,,-5.272128,,,,,,,,,,,,,,
0x1b2f0a6,,,,,,,,,,,,,-3.6,0.0,,0.0
0x1b1d7b0,,,,,,,,,,,,,0.0,-20.0,,
0xa68109,,,,,,,,,,,,,-64.6634344606728,,,
0xa689ca,-99.99999999999997,,,,,,,,,,,,,,,
0x1431873,,,,0.0,,,,,,,,,0.0,,,0.0
0x1431608,,,,,,,,,9.36,,,,,,,
0x14329f7,,,,48.8,,,,,,,,,,,,
0x13eb10e,,,,,,,,,,,,,,0.0,,
0x13dd305,,,,,3.6,,,,,,,,,,,
0x14421a4,,,,,,,,,,,,,36.0,,,
0xb4ee66,,,,,,,,,,,,,,,0.0,
0xb40d75,,,,,0.0,,,,,,,,0.0,0.0,,
0xba5ef3,,,,,,,,,,,,,-20.0,,,
0x112a041,,,,,,,,,-86.5782272,,,,-84.32279166209106,,,
0x15b51e6,,,,-20.0,,,,,-20.0,,,,,,,
0xd7d664,-95.601953488896,,,,,,,,,,,,,,,
0x1078c33,,-99.99999999999997,,,,,,,,,,,,,,
0x1c53fa,26.278363396529343,-8.784,,79.83838340547324,,,,,,,,,,,,
0x1405b2e,,,,-59.04,,,,,,,,,,,,
0x2a1960,,-89.99999926953164,,,-89.99932887489882,,,,,,,,,,,
0x10a7c4c,,-99.87620599607146,,,,,,,,,,,,,,
0xf7be13,,0.0,,,,,,,,,,,,,,
0x189b413,,,,0.0,,,,,,,,-3.6,,0.0,,
0x1916806,,,,,,,,,,,,,,-36.0,,
0x278b18,99.99999999999997,-99.94929397599087,,,,,,,,,,,,,,
0x1430ec1,,,,-86.5782272,,,,,,,,89.99999999999815,,,,
0x1b81faf,,,,-53.63014819445888,,,,,,,,,,,,
0x1e0ab64,,-45.129159324645514,,,,,,,,,,,,,,
0x28afbdb,,,,,,,,,,,,,-99.99999999999997,,,
0xf9fa2a,,-74.95868093202432,,-73.588669619857,,,,-75.6859745878016,,,,,,,,
0x107c284,,-97.18525023289344,,,,,,,,,,,,,,
0x11dedd,,,,,-89.95542166072516,,,,,,,,,,,
0x5ffdf4,,,-99.99999999999997,,,,,,,,,,,,,
0x16e7939,,,,,0.0,,,,,,,-4.46112,,,,
0x2642747,,,,0.0,,,,,,,,0.0,0.0,,,
0x28cfc64,,,,,,,,0.0,,,,,0.0,0.0,0.0,
0x28d2ff7,,,,,,,,,,,,,0.0,0.0,0.0,
0x28fecbc,,,,,,,,,,,,,,,20.0,
0x173d63a,,,,,,,,,-20.0,,,,0.0,,0.0,
0x1430ef0,,,,0.0,,,,,,,,,,,,
0x150d74a,,,,,,,,,,,,,,,-20.0,
0xacf60b,,,,20.0,,,,,,,,,,,,
0xf78ad1,,0.0,,,,,,,,,,,,,,
0x18a64f1,,,,0.0,,,,,,,,,0.0,0.0,,0.0
0x1894df1,,,,0.0,,,,,,,,,,,,
0x1b22689,,,,,,,,,,,,,,,,20.0
0x142e203,,,,,,,,-30.9904745472,-90.98056867839999,,,,,,47.5135314236381,
0x1e27e9e,,-73.7856,,,,,,,,,,,,,,
0x948763,,,,,-34.89322429407963,,,,,,,,,,-42.335903072976,
0xb1fed4,,,,-70.84958476800614,,,,,,,,,,,,
0x1b4e32e,,,,,,,,,,,,,,,-99.9594351807927,
0x1b2f0ba,,,,,,,,0.0,,,,,0.0,,,
0x1b32540,,,,,,,,,,,,,20.0,,,
0x1bd87c0,,,,-11.990592000000001,,,,,,,,,,,,
0x1e61375,,-20.0,,,,,,,,,,,,,,
0x1b2f088,,,,,,,,,,,,,,0.0,,0.0
0x1b1d792,,,,,,,,,,,,0.0,,0.0,,
0x1b23eb8,,,,,,,,,,,,,,20.0,,
0x15466,,-81.07887545996597,,-81.39554269646902,,,,,,,,,,,,
0x10a6d2f,,0.0,,,,,,,,,,0.0,,0.0,,
0x10a3ae1,,0.0,,,,,,,,,,0.0,,,,
0x1b2c0df,,,,,,,,,,,,0.0,,,,
0x1b2406a,,,,,,,,,,,,,,-20.0,,
0xd717f2,,,,,,,,0.0,,,,,3.6,,,0.0
0xd6e7bf,36.0,,,,,,,,,,,,,,,0.0
0x1efd76,0.0,0.0,,,,,,0.0,,,,,,,,
0x21dddc5,,,,0.0,,,,20.0,,,,,,,,
0x1d0697d,,0.0,,,,,,-20.0,,,,,,,,
0x218fe72,,,,-20.0,0.0,,,,,,,,,,,
0xf82553,,0.0,,0.0,,,,0.0,,,,,,0.0,,
0xf82568,,0.0,,0.0,,,,0.0,,,,,,,,
0x1079042,,20.0,,,,,,,,,,,,,,
0x173f25a,,,,,,,,,,,,,,,-5.184,
0xd54b35,,,,,0.0,,,23.6448,,,,,0.0,89.99062812075063,,
0xd54e20,,,,,,,,99.99926924918134,,,,,,,,
0x1af509e,,,,,1.6848,,,,0.0,,,,,,,
0x1b2f97f,,,,,,,,,,,,,0.0,0.0,,0.0
0x1b1e27f,,,,,,,,,,,,,,,,-20.0
0xaba851,0.0,,,0.0,0.0,,,,,,,0.0,,,,
0x2627055,,,,0.0,0.0,,,,,,,,,0.0,,0.0
0x2644092,,,,0.0,,,,,,,,,,,,0.0
0x2652830,,,,20.0,,,,,,,,,,,,
0x16e8a6a,,,,,-63.61254488031341,,,,,,,,,,,
0x13d8dad,,,,-89.99280444772678,,,,,,,,,,,,
0x150c394,,,,,,,,,,,,,-99.99999999999943,,,
0x16e7ab9,,,,,0.0,,,,,,,,,,,
0x1444375,,,,,,,,,,,,,36.0,,,
0x141202d,,,,0.0,,,,0.0,,,,,,,,
0x1508b07,,,,,,,,,,,,-36.0,,,,
0x16e79d5,,,,,-9.483664837135569,,,,,,,,,,-13.8778960896,
0x16e473b,,,0.0,0.0,-3.6,,,,,,,,,,,
0x17ec83a,,,,,-99.99999999928329,,,,,,,,,,,
0x1f3b36,,82.54203901707446,,0.0,,,,,,,,,,,,0.0
0x2fbffb,,0.0,,,,,,,,,,,,,,0.0
0x2fc009,0.0,0.0,,,,,,,,,,,,,,
0x1e68c7b,,20.0,,,,,,,,,,,,,,
0x140858e,,,,,,,,,,,,-90.26843545599996,,,,
0x1405390,,,,-99.99999999999997,,,,,,,,,,,,
0x1509001,,,,,,,,,,,,,-98.55884811924145,,,
0x1a1ec10,,,,0.0,,,,,,,,,0.0,,0.0,
0x1b23d93,,,,,,,,,,,,,0.0,,0.0,
0x1b23d97,,,,,,,,,,,,,-86.5782272,,,
0xefa2be,,-65.46706029558837,,,,,,,,,,,,,,
0x1b5dc02,,,,,,,,,,,,,36.0,,,
0x6835eb,0.0,,,0.0,,,,,,,,0.0,,0.0,,
0x6834b0,0.0,,,,,,,,,,,,,,,
0x21f002f,,,,20.0,,,,,,,,,,,,
0xb9ee5d,,,,,,,,0.0,0.0,,,,,0.0,0.0,
0xba20af,,,,,,,,,0.0,,,,,0.0,,0.0
0xb94386,0.0,,,,,,,,,,,,,-20.0,,
0x26d1e6d,,,,,,,,-20.0,-20.0,,,,,,,
0x2f51a2,0.0,0.0,,,,,,,,,,,0.0,0.0,,
0x2f4ef9,0.0,20.0,,,,,,,,,,,,,,
0x1817bff,,,,,,,,,,,,,-99.99999992229326,,,
0x2171feb,,,62.643038035968004,,,,,,89.99999999999994,,,,30.9904745472,,65.26098837504,
0x21733da,,,99.99999999999997,,,,,,,,,,,,,
0x142f334,,,,,,,,-44.70151680000001,,,,,,,78.32051984313246,
0x1b47c66,,,,,,,,0.0,,,,0.0,,,,
0x1b5e334,,,,,,,,,,,,20.0,,,,
0x19f2f3d,,,,,-20.0,,,,-20.0,,,,-3.6,,,
0x2f893b,,0.8444736000000002,,,,,,,,,,0.0,,,0.0,
0x1721100,,,,,,,,,,,,,,66.50811606576877,,0.0
0x170f80a,,,0.0,0.0,,,,,,,,0.0,,0.0,,
0x171de26,,,-20.0,-20.0,,,,,,,,,,,,
0x1539966,,,,,,,,,,,,,0.0,,-42.794518605004804,45.88225116368741
0x150ee49,,,,,,,,,,,,,-48.8,,83.92673259803118,
0x170fa42,,,0.0,-17.999999999999996,,,,,,,,,,,,
0x1817c37,,,,,,,,,,,,,,,,-20.0
0x170f9c7,,,,-83.07257084398364,,,,,,,,-44.3450591824406,,,,
0x1817bb6,,,,,,,,,,,,-20.0,0.0,,,11.521328025600003
0x1508a03,,,,,,,,,,,,-99.97585945495874,,,,
0x150a170,,,,,,,,,,,,,0.0,,,88.29507117629423
0x150f162,,,,,,,,,,,,,,,,36.0
0x1f07e9,,0.0,,0.0,,,,0.0,,,,,,,,
0x2870b6,,,,,,,,,,,,,,,-3.6,
0x1027c7e,,-36.0,,,,,,,,,,,,,,
0xfa7a79,,-3.6,,,,,,,,,,,,-9.36,-20.0,
0x15402ba,,,,,,,,30.182432510512378,,,,,,,,-1.875513678004224
0x150edfc,,,,,,,,,,,,,9.36,,,0.0
0x150f114,,,,,,,,,,,,,,,,48.8
0x13af302,,,-99.99994978318611,,,,,,,,,,,,,
0x107c2af,,0.0,,,,,,,,,,,,,,
0x1b2f147,,,,,,,,,,,,,0.0,0.0,,
0x1b1da4a,,,,,,,,,,,,20.0,,,,
0x1b1d94f,,,,,,,,,,,,-3.6,,,0.0,
0x143c95e,,,,,,,,0.0,0.0,,,,,-3.6,-0.6480000000000001,
0x142e4ae,,,,0.0,,,,-20.0,,,,,,,,
0x143fe93,,,,-20.0,,,,,,,,,,,,
0x15365d8,,,,,,,,,,,,,-47.58946111420803,,,
0x15335b1,,,,,,,,,,,,99.62221068137043,,,,
0x201939,,0.0,,0.0,,,,,,,,,,,,0.0
0xba2943,,,,,,,,,,,,,,,,-20.0
0x16e3d87,,,-38.84485051728209,-44.20011508135919,,,,,,,,,,,,
0x19f37fe,,,,,-67.232,,,,,,,,,,,
0x24cca9c,,,,-78.7799851728985,,,,,-79.02848,,,,,,,
0x25d5513,,,,,,,,,,,,,-59.04,,,
0x961080,0.0,,0.0,0.0,,,,,,,,,,,,
0x24ea901,,,0.0,0.0,,,,,,,,,,,,
0x27731f8,,,,,,,,,,,,,,,-20.0,
0x1b1da36,,,,,,,,,,,,3.6,,,,
0x1b23e8c,,,,,,,,,,,,,36.0,,,
0x1f7ce1,0.0,,,,,,,,,,,,,,0.0,
0xf7be30,,0.0,,,,,,,,,,,,,,
0x18a9850,,,,0.0,,,,,,,,,,-20.0,,
0x140ba38,,,,,,,,,,,,,-98.1985601490518,,,
0x143fb5e,,,,,,,,,,,,,,-20.0,0.0,
0x140694b,,,,,,,,,,,,,,-20.0,,
0x1c8c40e,,,,,,,,,,,,,0.0,0.0,,0.0
0x210d9d3,,,0.0,,0.0,,,,,,,,0.0,0.0,,
0x210d9e8,,,0.0,,0.0,,,,,,,,0.0,,,
0x22e988a,,,,,,,,,,,,,20.0,,,
0xe1df9e,,,,,,,,,-28.83902231670239,,,,-32.47319366946433,,,
0xe1bf58,,0.0,0.0,0.0,,,,,,,,-0.6480000000000001,0.0,,,
0xe1bf97,,0.0,0.0,0.0,,,,,,,,0.0,,,,
0x10a4b4c,,0.0,,,,,,,,,,0.0,,,,
0x1b57cba,,,,,,,,,,,,0.0,,,,0.0
0x1b57daf,,,,,,,,,,,,20.0,,,,
0x1fee79,,0.0,,0.0,,,,0.0,,,,,,,,0.0
0x10071ad,,0.0,,,,,,,,,,,,0.0,,
0x100749b,,36.0,,,,,,,,,,,,,,
0xe1df4b,,,,,,,,,-73.40542169181548,,,,-70.78330766907712,,,
0x18d3df8,,,,-96.4815627911168,,,,,,,,,,,,
0x172125f,,,,,,,,,,,,,0.0,0.0,,
0x1403925,,,,-20.0,,,,0.0,,,,,,,,0.0
0x2f8173,0.0,0.0,,,,,,,,,,,0.0,,,
0x1e665a0,,0.0,,,,,,,,,,0.0,0.0,,,0.0
0x1e67fe1,,0.0,,,,,,,,,,,0.0,,,
0x290caa6,,,,,,,,,,,,,20.0,,,
0x208b55f,,,50.677185768379026,,-30.137912893440006,,,,-3.6,,,,-16.272,,,
0x282587e,,,,,23.6448,,,,-67.232,,,,88.60731745580397,,,
0x2860438,,,,,,,,,,,,,20.0,,,
0x179e121,,,-89.99998863388367,,,,,-89.99999503779951,,,,,,-89.99198957354004,,
0x1a9bbbf,,,,,,,,,,,,,,-99.99999999999997,,
0x205aae8,,,89.99999929253208,-59.04,,,,,,,,,,,,
0x1b82096,,,0.0,0.0,,,,,,,,,,,,
0x1e919de,,,,,,,,,,,,,0.0,0.0,0.0,
0x231cb5f,,,,0.0,,,,,,,,,,,0.0,
0x243d093,,,,,,,,,,,,,3.6,,0.0,
0x2468d4f,,,,,,,,,,,,,,,36.0,
0xf7bd63,,0.0,,,,,,,,,,0.0,,,-3.6,
0xf7bae1,,-83.222784,,,,,,,,,,,,,,
0x179e0ce,,,-81.33258844375025,,,,,-83.33017872624018,,,,-81.16664642613024,,-54.23966669225048,,
0x17946b8,,,,,,,,,,,,,-20.0,-21.8016,,
0x1791634,,,-20.0,,,,,,,,,,,,,
0x171344b,,,-3.6,,,,,,,,,,-20.879977932064214,,,
0x149425c,,,,,,,,-20.0,,,,,,,,
0x14085f4,,,,,,,,,,,,,,,-80.99999998328931,
0xac0baf,,,,0.0,0.0,,,,,,,,,,0.0,
0xba17f5,,,,,,,,,,,,,,,-20.0,
0x8e2d6c,59.55201396861099,,,,,,,,-20.0,,,,,,,
0x28d0dbb,,,,,,,,,99.99999942103956,,,,,,,
0x172111a,,,,,,,,-89.83432467123464,,,,,-58.17788317465876,-86.83254189692303,-79.18540688857432,
0x14083c4,,,,,,,,-79.02848,,,,,-72.18791163002881,,,
0x189b16c,,,,79.00077823978812,,,,,,,,,,0.0,,
0x1b23d21,,,,,,,,,,,,,,88.93962644156362,,
0x174d95c,,,,-3.6,,,,,,,,,,,0.0,0.0
0x1543656,,,,,,,,,,,,,,,,-32.8
0x1139ac0,,,,,,,,,,,,0.0,,,,-20.0
0x1f84a0,0.0,,,,,,,,,,,0.0,,,,
0x1f890e,3.6,0.0,,,,,,,,,,,,,,
0x21e6684,,,,36.0,,,,,,,,,,,,
0x107c27a,,-20.0,,,,,,,,,,,,,,
0x1b2d6d5,,,,,,,,,,,,0.0,,,,-20.0
0x201915,,0.0,,0.0,,,,,,,,,0.0,0.0,,0.0
0x140b938,,,,,,,,,,,,,,-20.0,,
0xf9e87f,,0.0,,0.0,,,,0.0,,,,0.0,,,,
0x18cc35c,,,,0.0,,,,0.0,,,,0.0,,,,
0x1897ec8,,,,-20.0,,,,0.0,,,,,,,,
0x150a120,,,,,,,,,,,,,-86.5782272,,,
0x17146fc,,,,,,,,,,,,,,,-72.45974504192083,
0x170f7d1,,,-9.36,,,,,,,,,45.91973168784005,,-8.00928,,
0x1791464,,,78.11342485353433,,,,,,,,,,,-20.0,,
